PHX|33.6051|-112.40524|2016-07-25T22:05:46Z|Rain|16.0|998.9|72
SLC|40.776524|-112.06057|2016-07-25T22:05:46Z|Rain|9.1|1003.0|78
ORD|41.833393|-88.012344|2016-07-25T23:41:46Z|Rain|9.0|1005.5|84
SFO|37.75768|-122.50764|2016-08-01T21:25:46Z|Sunny|8.1|1023.3|61
MSY|30.020687|-90.02359|2016-08-01T23:33:46Z|Rain|14.5|1001.7|75
BOS|42.31329|-71.61747|2016-08-02T00:49:46Z|Sunny|8.3|1017.7|75
MEX|19.411406|-99.75886|2016-08-01T22:57:46Z|Sunny|23.0|1017.6|45
JAX|30.344692|-82.000656|2016-08-02T00:05:46Z|Sunny|15.1|1020.1|60
DFW|32.82035|-97.011536|2016-08-01T23:05:46Z|Sunny|15.2|1033.8|49
YYC|51.012783|-114.35434|2016-08-01T21:57:46Z|Rain|2.3|995.0|100
YWG|49.853737|-97.292305|2016-08-01T23:05:46Z|Sunny|2.4|1028.6|74
YVR|49.256107|-123.193954|2016-08-01T21:21:46Z|Rain|2.4|1001.5|100
YQB|46.85792|-71.48616|2016-08-02T00:49:46Z|Sunny|2.6|1014.2|91
DTW|42.352627|-83.23929|2016-08-02T00:01:46Z|Rain|8.1|998.1|75
PHX|33.6051|-112.40524|2016-08-01T22:05:46Z|Rain|15.0|1005.1|65
LAX|34.02018|-118.691925|2016-08-01T21:41:46Z|Sunny|14.8|1024.4|61
SLC|40.776524|-112.06057|2016-08-01T22:05:46Z|Rain|8.1|1002.0|75
ORD|41.833393|-88.012344|2016-08-01T23:41:46Z|Rain|8.1|1000.8|87
DEN|39.764256|-104.99519|2016-08-01T22:37:46Z|Rain|8.1|1007.8|99
MSY|30.020687|-90.02359|2016-08-08T23:33:46Z|Rain|13.5|1008.5|78
SFO|37.75768|-122.50764|2016-08-08T21:25:46Z|Sunny|7.1|1020.7|68
BOS|42.31329|-71.61747|2016-08-09T00:49:46Z|Rain|7.4|1012.6|83
MEX|19.411406|-99.75886|2016-08-08T22:57:46Z|Rain|23.0|1012.7|48
JAX|30.344692|-82.000656|2016-08-09T00:05:46Z|Sunny|14.2|1032.7|50
YYC|51.012783|-114.35434|2016-08-08T21:57:46Z|Rain|1.4|1011.2|100
YQB|46.85792|-71.48616|2016-08-09T00:49:46Z|Rain|1.8|1010.6|100
PHX|33.6051|-112.40524|2016-08-08T22:05:46Z|Sunny|14.0|1017.8|54
SLC|40.776524|-112.06057|2016-08-08T22:05:46Z|Sunny|7.1|1017.9|73
DFW|32.82035|-97.011536|2016-08-08T23:05:46Z|Sunny|14.3|1015.7|47
ORD|41.833393|-88.012344|2016-08-08T23:41:46Z|Sunny|7.1|1020.5|68
YWG|49.853737|-97.292305|2016-08-08T23:05:46Z|Sunny|1.5|1013.4|71
YVR|49.256107|-123.193954|2016-08-08T21:21:46Z|Sunny|1.4|1017.1|88
DTW|42.352627|-83.23929|2016-08-09T00:01:46Z|Sunny|7.1|1035.4|78
LAX|34.02018|-118.691925|2016-08-08T21:41:46Z|Rain|13.8|1007.9|67
DEN|39.764256|-104.99519|2016-08-08T22:37:46Z|Rain|7.1|997.9|84
MSY|30.020687|-90.02359|2016-08-15T23:33:46Z|Rain|12.4|1012.1|66
BOS|42.31329|-71.61747|2016-08-16T00:49:46Z|Rain|6.5|1006.4|100
JAX|30.344692|-82.000656|2016-08-16T00:05:46Z|Sunny|13.3|1015.7|56
YYC|51.012783|-114.35434|2016-08-15T21:57:46Z|Sunny|0.4|1015.6|98
YQB|46.85792|-71.48616|2016-08-16T00:49:46Z|Sunny|0.9|1029.8|72
PHX|33.6051|-112.40524|2016-08-15T22:05:46Z|Rain|13.1|997.5|84
SLC|40.776524|-112.06057|2016-08-15T22:05:46Z|Sunny|6.1|1016.6|75
ORD|41.833393|-88.012344|2016-08-15T23:41:46Z|Sunny|6.1|1027.7|70
SFO|37.75768|-122.50764|2016-08-15T21:25:46Z|Rain|6.1|1001.0|86
MEX|19.411406|-99.75886|2016-08-15T22:57:46Z|Sunny|23.0|1032.3|42
DFW|32.82035|-97.011536|2016-08-15T23:05:46Z|Sunny|13.4|1015.9|55
YWG|49.853737|-97.292305|2016-08-15T23:05:46Z|Sunny|0.6|1021.0|98
YVR|49.256107|-123.193954|2016-08-15T21:21:46Z|Rain|0.5|1005.9|100
DTW|42.352627|-83.23929|2016-08-16T00:01:46Z|Sunny|6.1|1032.7|75
LAX|34.02018|-118.691925|2016-08-15T21:41:46Z|Sunny|12.8|1013.5|65
DEN|39.764256|-104.99519|2016-08-15T22:37:46Z|Sunny|6.1|1017.2|75
SFO|37.75768|-122.50764|2016-08-22T21:25:46Z|Sunny|5.1|1022.2|67
MSY|30.020687|-90.02359|2016-08-22T23:33:46Z|Sunny|11.4|1024.3|51
MEX|19.411406|-99.75886|2016-08-22T22:57:46Z|Sunny|22.9|1024.3|48
BOS|42.31329|-71.61747|2016-08-23T00:49:46Z|Sunny|5.6|1020.1|66
JAX|30.344692|-82.000656|2016-08-23T00:05:46Z|Sunny|12.4|1023.2|50
YYC|51.012783|-114.35434|2016-08-22T21:57:46Z|Snow|-0.5|1006.4|100
YQB|46.85792|-71.48616|2016-08-23T00:49:46Z|Sunny|-0.0|1029.9|93
PHX|33.6051|-112.40524|2016-08-22T22:05:46Z|Sunny|12.2|1026.9|50
SLC|40.776524|-112.06057|2016-08-22T22:05:46Z|Sunny|5.1|1017.7|78
ORD|41.833393|-88.012344|2016-08-22T23:41:46Z|Rain|5.1|1010.8|83
DFW|32.82035|-97.011536|2016-08-22T23:05:46Z|Sunny|12.6|1013.5|53
YWG|49.853737|-97.292305|2016-08-22T23:05:46Z|Snow|-0.4|1012.9|100
YVR|49.256107|-123.193954|2016-08-22T21:21:46Z|Sunny|-0.5|1025.0|100
DTW|42.352627|-83.23929|2016-08-23T00:01:46Z|Rain|5.2|999.8|96
LAX|34.02018|-118.691925|2016-08-22T21:41:46Z|Sunny|11.9|1017.4|58
DEN|39.764256|-104.99519|2016-08-22T22:37:46Z|Sunny|5.1|1015.2|67
SFO|37.75768|-122.50764|2016-08-29T21:25:46Z|Sunny|4.1|1019.7|80
MSY|30.020687|-90.02359|2016-08-29T23:33:46Z|Sunny|10.4|1013.8|61
MEX|19.411406|-99.75886|2016-08-29T22:57:46Z|Rain|22.9|1010.4|55
DFW|32.82035|-97.011536|2016-08-29T23:05:46Z|Rain|11.7|1005.0|88
YWG|49.853737|-97.292305|2016-08-29T23:05:46Z|Snow|-1.3|1009.9|100
YVR|49.256107|-123.193954|2016-08-29T21:21:46Z|Snow|-1.5|1007.5|100
DTW|42.352627|-83.23929|2016-08-30T00:01:46Z|Sunny|4.2|1031.0|86
BOS|42.31329|-71.61747|2016-08-30T00:49:46Z|Sunny|4.7|1027.5|84
LAX|34.02018|-118.691925|2016-08-29T21:41:46Z|Rain|11.0|1013.2|69
JAX|30.344692|-82.000656|2016-08-30T00:05:46Z|Sunny|11.5|1013.6|67
DEN|39.764256|-104.99519|2016-08-29T22:37:46Z|Sunny|4.2|1014.0|86
YYC|51.012783|-114.35434|2016-08-29T21:57:46Z|Sunny|-1.5|1014.4|91
YQB|46.85792|-71.48616|2016-08-30T00:49:46Z|Sunny|-0.9|1015.8|96
PHX|33.6051|-112.40524|2016-08-29T22:05:46Z|Sunny|11.2|1029.7|64
SLC|40.776524|-112.06057|2016-08-29T22:05:46Z|Rain|4.1|1005.8|92
ORD|41.833393|-88.012344|2016-08-29T23:41:46Z|Rain|4.1|1007.3|86
SFO|37.75768|-122.50764|2016-09-05T21:25:46Z|Sunny|3.2|1025.5|77
MSY|30.020687|-90.02359|2016-09-05T23:33:46Z|Sunny|9.3|1016.3|63
BOS|42.31329|-71.61747|2016-09-06T00:49:46Z|Sunny|3.9|1015.4|87
MEX|19.411406|-99.75886|2016-09-05T22:57:46Z|Rain|22.9|994.6|59
JAX|30.344692|-82.000656|2016-09-06T00:05:46Z|Sunny|10.7|1017.9|60
DFW|32.82035|-97.011536|2016-09-05T23:05:46Z|Sunny|10.8|1016.8|69
YYC|51.012783|-114.35434|2016-09-05T21:57:46Z|Sunny|-2.5|1025.9|94
YWG|49.853737|-97.292305|2016-09-05T23:05:46Z|Sunny|-2.2|1016.5|100
YQB|46.85792|-71.48616|2016-09-06T00:49:46Z|Snow|-1.7|1009.7|100
YVR|49.256107|-123.193954|2016-09-05T21:21:46Z|Sunny|-2.4|1026.3|87
PHX|33.6051|-112.40524|2016-09-05T22:05:46Z|Sunny|10.3|1019.1|65
SLC|40.776524|-112.06057|2016-09-05T22:05:46Z|Sunny|3.1|1023.1|89
ORD|41.833393|-88.012344|2016-09-05T23:41:46Z|Sunny|3.1|1022.4|72
DTW|42.352627|-83.23929|2016-09-06T00:01:46Z|Rain|3.2|1013.2|100
LAX|34.02018|-118.691925|2016-09-05T21:41:46Z|Sunny|10.1|1017.9|61
DEN|39.764256|-104.99519|2016-09-05T22:37:46Z|Sunny|3.2|1023.5|89
SFO|37.75768|-122.50764|2016-09-12T21:25:46Z|Sunny|2.2|1027.1|74
MSY|30.020687|-90.02359|2016-09-12T23:33:46Z|Sunny|8.3|1019.0|70
BOS|42.31329|-71.61747|2016-09-13T00:49:46Z|Sunny|3.0|1021.9|89
MEX|19.411406|-99.75886|2016-09-12T22:57:46Z|Sunny|22.9|1020.1|48
JAX|30.344692|-82.000656|2016-09-13T00:05:46Z|Sunny|9.9|1021.4|62
YYC|51.012783|-114.35434|2016-09-12T21:57:46Z|Snow|-3.4|1010.3|100
DFW|32.82035|-97.011536|2016-09-12T23:05:46Z|Rain|10.0|1009.2|93
YQB|46.85792|-71.48616|2016-09-13T00:49:46Z|Sunny|-2.6|1024.7|88
PHX|33.6051|-112.40524|2016-09-12T22:05:46Z|Sunny|9.4|1031.2|72
YWG|49.853737|-97.292305|2016-09-12T23:05:46Z|Snow|-3.2|1009.9|100
SLC|40.776524|-112.06057|2016-09-12T22:05:46Z|Sunny|2.2|1017.0|74
YVR|49.256107|-123.193954|2016-09-12T21:21:46Z|Snow|-3.4|1011.6|100
ORD|41.833393|-88.012344|2016-09-12T23:41:46Z|Rain|2.1|1008.2|99
DTW|42.352627|-83.23929|2016-09-13T00:01:46Z|Sunny|2.3|1029.8|86
LAX|34.02018|-118.691925|2016-09-12T21:41:46Z|Rain|9.2|1010.9|83
DEN|39.764256|-104.99519|2016-09-12T22:37:46Z|Sunny|2.2|1015.9|86
MSY|30.020687|-90.02359|2016-09-19T23:33:46Z|Sunny|7.4|1022.1|67
SFO|37.75768|-122.50764|2016-09-19T21:25:46Z|Sunny|1.2|1016.7|71
BOS|42.31329|-71.61747|2016-09-20T00:49:46Z|Rain|2.2|1010.0|92
JAX|30.344692|-82.000656|2016-09-20T00:05:46Z|Sunny|9.1|1035.7|59
MEX|19.411406|-99.75886|2016-09-19T22:57:46Z|Rain|22.8|1008.8|55
YYC|51.012783|-114.35434|2016-09-19T21:57:46Z|Snow|-4.4|1012.9|100
YQB|46.85792|-71.48616|2016-09-20T00:49:46Z|Sunny|-3.5|1019.7|84
DFW|32.82035|-97.011536|2016-09-19T23:05:46Z|Sunny|9.2|1026.8|68
PHX|33.6051|-112.40524|2016-09-19T22:05:46Z|Sunny|8.5|1029.4|56
YWG|49.853737|-97.292305|2016-09-19T23:05:46Z|Snow|-4.1|999.4|100
SLC|40.776524|-112.06057|2016-09-19T22:05:46Z|Rain|1.2|1011.6|100
YVR|49.256107|-123.193954|2016-09-19T21:21:46Z|Sunny|-4.4|1015.9|100
ORD|41.833393|-88.012344|2016-09-19T23:41:46Z|Sunny|1.1|1020.3|77
DTW|42.352627|-83.23929|2016-09-20T00:01:46Z|Rain|1.3|1005.7|100
LAX|34.02018|-118.691925|2016-09-19T21:41:46Z|Sunny|8.4|1019.2|65
DEN|39.764256|-104.99519|2016-09-19T22:37:46Z|Sunny|1.2|1024.2|95
SFO|37.75768|-122.50764|2016-09-26T21:25:47Z|Rain|1.2|996.2|100
MEX|19.411406|-99.75886|2016-09-26T22:57:47Z|Sunny|22.8|1015.4|37
DFW|32.82035|-97.011536|2016-09-26T23:05:47Z|Rain|9.4|1001.8|72
YWG|49.853737|-97.292305|2016-09-26T23:05:47Z|Sunny|-4.0|1025.4|93
YVR|49.256107|-123.193954|2016-09-26T21:21:47Z|Snow|-4.3|1007.6|100
DTW|42.352627|-83.23929|2016-09-27T00:01:47Z|Sunny|1.3|1019.5|88
LAX|34.02018|-118.691925|2016-09-26T21:41:47Z|Sunny|8.5|1034.8|69
DEN|39.764256|-104.99519|2016-09-26T22:37:47Z|Sunny|1.3|1029.1|71
MSY|30.020687|-90.02359|2016-09-26T23:33:47Z|Sunny|7.4|1016.9|62
BOS|42.31329|-71.61747|2016-09-27T00:49:47Z|Sunny|2.3|1024.3|85
JAX|30.344692|-82.000656|2016-09-27T00:05:47Z|Sunny|9.3|1036.8|63
YYC|51.012783|-114.35434|2016-09-26T21:57:47Z|Snow|-4.3|1012.4|100
YQB|46.85792|-71.48616|2016-09-27T00:49:47Z|Sunny|-3.4|1016.5|84
PHX|33.6051|-112.40524|2016-09-26T22:05:47Z|Rain|8.6|1001.2|97
SLC|40.776524|-112.06057|2016-09-26T22:05:47Z|Sunny|1.2|1024.4|95
ORD|41.833393|-88.012344|2016-09-26T23:41:47Z|Sunny|1.2|1014.3|71
MSY|30.020687|-90.02359|2016-10-03T23:33:47Z|Rain|7.4|998.3|83
BOS|42.31329|-71.61747|2016-10-04T00:49:47Z|Sunny|2.5|1024.2|68
JAX|30.344692|-82.000656|2016-10-04T00:05:47Z|Sunny|9.5|1020.0|63
YYC|51.012783|-114.35434|2016-10-03T21:57:47Z|Snow|-4.3|1003.1|100
SFO|37.75768|-122.50764|2016-10-03T21:25:47Z|Sunny|1.3|1026.4|71
YQB|46.85792|-71.48616|2016-10-04T00:49:47Z|Sunny|-3.2|1018.7|100
PHX|33.6051|-112.40524|2016-10-03T22:05:47Z|Sunny|8.8|1022.6|74
MEX|19.411406|-99.75886|2016-10-03T22:57:47Z|Rain|22.8|1011.2|59
SLC|40.776524|-112.06057|2016-10-03T22:05:47Z|Sunny|1.2|1031.8|89
DFW|32.82035|-97.011536|2016-10-03T23:05:47Z|Sunny|9.6|1024.2|58
ORD|41.833393|-88.012344|2016-10-03T23:41:47Z|Sunny|1.2|1019.3|83
YWG|49.853737|-97.292305|2016-10-03T23:05:47Z|Snow|-4.0|1001.0|100
YVR|49.256107|-123.193954|2016-10-03T21:21:47Z|Sunny|-4.3|1013.8|87
DTW|42.352627|-83.23929|2016-10-04T00:01:47Z|Sunny|1.4|1021.0|82
LAX|34.02018|-118.691925|2016-10-03T21:41:47Z|Sunny|8.7|1026.1|56
DEN|39.764256|-104.99519|2016-10-03T22:37:47Z|Rain|1.3|1010.9|100
MSY|30.020687|-90.02359|2016-10-10T23:33:47Z|Rain|7.5|996.5|88
BOS|42.31329|-71.61747|2016-10-11T00:49:47Z|Sunny|2.6|1013.9|84
JAX|30.344692|-82.000656|2016-10-11T00:05:47Z|Sunny|9.6|1024.1|72
SFO|37.75768|-122.50764|2016-10-10T21:25:47Z|Sunny|1.3|1014.5|88
YYC|51.012783|-114.35434|2016-10-10T21:57:47Z|Sunny|-4.3|1020.4|93
MEX|19.411406|-99.75886|2016-10-10T22:57:47Z|Rain|22.7|1012.9|55
DFW|32.82035|-97.011536|2016-10-10T23:05:47Z|Sunny|9.7|1030.9|54
YQB|46.85792|-71.48616|2016-10-11T00:49:47Z|Sunny|-3.1|1016.4|83
YWG|49.853737|-97.292305|2016-10-10T23:05:47Z|Sunny|-3.9|1014.5|100
YVR|49.256107|-123.193954|2016-10-10T21:21:47Z|Snow|-4.3|1005.4|100
PHX|33.6051|-112.40524|2016-10-10T22:05:47Z|Rain|8.9|1010.6|84
DTW|42.352627|-83.23929|2016-10-11T00:01:47Z|Sunny|1.4|1038.6|76
LAX|34.02018|-118.691925|2016-10-10T21:41:47Z|Sunny|8.8|1042.1|69
DEN|39.764256|-104.99519|2016-10-10T22:37:47Z|Sunny|1.3|1015.3|76
SLC|40.776524|-112.06057|2016-10-10T22:05:47Z|Sunny|1.3|1018.3|77
ORD|41.833393|-88.012344|2016-10-10T23:41:47Z|Sunny|1.2|1020.5|95
SFO|37.75768|-122.50764|2016-10-17T21:25:47Z|Rain|1.3|1005.5|95
MSY|30.020687|-90.02359|2016-10-17T23:33:47Z|Sunny|7.5|1019.6|67
BOS|42.31329|-71.61747|2016-10-18T00:49:47Z|Sunny|2.8|1021.4|78
MEX|19.411406|-99.75886|2016-10-17T22:57:47Z|Sunny|22.7|1017.8|39
JAX|30.344692|-82.000656|2016-10-18T00:05:47Z|Rain|9.8|1002.8|82
DFW|32.82035|-97.011536|2016-10-17T23:05:47Z|Sunny|9.9|1016.7|71
YYC|51.012783|-114.35434|2016-10-17T21:57:47Z|Snow|-4.2|1011.0|100
YWG|49.853737|-97.292305|2016-10-17T23:05:47Z|Snow|-3.9|993.6|100
YVR|49.256107|-123.193954|2016-10-17T21:21:47Z|Sunny|-4.2|1016.8|93
YQB|46.85792|-71.48616|2016-10-18T00:49:47Z|Sunny|-3.0|1029.9|89
DTW|42.352627|-83.23929|2016-10-18T00:01:47Z|Sunny|1.5|1016.4|70
PHX|33.6051|-112.40524|2016-10-17T22:05:47Z|Sunny|9.0|1013.6|59
LAX|34.02018|-118.691925|2016-10-17T21:41:47Z|Sunny|9.0|1014.0|68
SLC|40.776524|-112.06057|2016-10-17T22:05:47Z|Rain|1.3|1002.5|95
DEN|39.764256|-104.99519|2016-10-17T22:37:47Z|Sunny|1.4|1022.5|71
ORD|41.833393|-88.012344|2016-10-17T23:41:47Z|Rain|1.2|997.5|95
SFO|37.75768|-122.50764|2016-10-24T21:25:47Z|Sunny|1.4|1014.6|71
MSY|30.020687|-90.02359|2016-10-24T23:33:47Z|Sunny|7.5|1018.1|72
MEX|19.411406|-99.75886|2016-10-24T22:57:47Z|Sunny|22.7|1019.6|42
BOS|42.31329|-71.61747|2016-10-25T00:49:47Z|Sunny|2.9|1026.4|67
DFW|32.82035|-97.011536|2016-10-24T23:05:47Z|Sunny|10.1|1030.8|57
YWG|49.853737|-97.292305|2016-10-24T23:05:47Z|Sunny|-3.8|1018.1|100
YVR|49.256107|-123.193954|2016-10-24T21:21:47Z|Sunny|-4.2|1022.4|100
DTW|42.352627|-83.23929|2016-10-25T00:01:47Z|Sunny|1.6|1018.1|81
LAX|34.02018|-118.691925|2016-10-24T21:41:47Z|Rain|9.1|1012.7|84
DEN|39.764256|-104.99519|2016-10-24T22:37:47Z|Sunny|1.4|1013.4|71
JAX|30.344692|-82.000656|2016-10-25T00:05:47Z|Sunny|10.0|1020.8|53
YYC|51.012783|-114.35434|2016-10-24T21:57:47Z|Snow|-4.2|1011.7|100
YQB|46.85792|-71.48616|2016-10-25T00:49:47Z|Sunny|-2.9|1026.0|89
PHX|33.6051|-112.40524|2016-10-24T22:05:47Z|Rain|9.1|998.7|73
SLC|40.776524|-112.06057|2016-10-24T22:05:47Z|Rain|1.3|993.5|100
ORD|41.833393|-88.012344|2016-10-24T23:41:47Z|Sunny|1.2|1014.1|89
MSY|30.020687|-90.02359|2016-10-31T23:33:47Z|Rain|7.6|1012.6|100
BOS|42.31329|-71.61747|2016-11-01T00:49:47Z|Rain|3.1|1007.7|89
JAX|30.344692|-82.000656|2016-11-01T00:05:47Z|Rain|10.2|996.5|93
SFO|37.75768|-122.50764|2016-10-31T21:25:47Z|Sunny|1.4|1017.2|82
YYC|51.012783|-114.35434|2016-10-31T21:57:47Z|Sunny|-4.1|1014.1|100
MEX|19.411406|-99.75886|2016-10-31T22:57:47Z|Rain|22.7|1007.5|63
DFW|32.82035|-97.011536|2016-10-31T23:05:47Z|Rain|10.2|996.8|75
YQB|46.85792|-71.48616|2016-11-01T00:49:47Z|Sunny|-2.7|1017.5|100
YWG|49.853737|-97.292305|2016-10-31T23:05:47Z|Sunny|-3.7|1017.9|91
PHX|33.6051|-112.40524|2016-10-31T22:05:47Z|Sunny|9.2|1020.4|55
SLC|40.776524|-112.06057|2016-10-31T22:05:47Z|Rain|1.4|1010.2|100
YVR|49.256107|-123.193954|2016-10-31T21:21:47Z|Snow|-4.2|998.6|100
ORD|41.833393|-88.012344|2016-10-31T23:41:47Z|Sunny|1.3|1024.0|82
DTW|42.352627|-83.23929|2016-11-01T00:01:47Z|Sunny|1.6|1016.1|70
LAX|34.02018|-118.691925|2016-10-31T21:41:47Z|Sunny|9.2|1017.6|55
DEN|39.764256|-104.99519|2016-10-31T22:37:47Z|Rain|1.4|1009.5|100
SFO|37.75768|-122.50764|2016-11-07T21:25:47Z|Sunny|1.4|1020.9|76
MEX|19.411406|-99.75886|2016-11-07T22:57:47Z|Sunny|22.6|1018.9|42
DFW|32.82035|-97.011536|2016-11-07T23:05:47Z|Sunny|10.4|1020.3|65
YWG|49.853737|-97.292305|2016-11-07T23:05:47Z|Snow|-3.7|999.5|100
MSY|30.020687|-90.02359|2016-11-07T23:33:47Z|Rain|7.6|1012.5|94
BOS|42.31329|-71.61747|2016-11-08T00:49:47Z|Sunny|3.2|1022.4|77
YVR|49.256107|-123.193954|2016-11-07T21:21:47Z|Sunny|-4.1|1027.4|100
JAX|30.344692|-82.000656|2016-11-08T00:05:47Z|Rain|10.3|997.2|80
DTW|42.352627|-83.23929|2016-11-08T00:01:47Z|Sunny|1.7|1021.2|94
LAX|34.02018|-118.691925|2016-11-07T21:41:47Z|Sunny|9.4|1016.8|54
YYC|51.012783|-114.35434|2016-11-07T21:57:47Z|Sunny|-4.1|1028.0|100
DEN|39.764256|-104.99519|2016-11-07T22:37:47Z|Rain|1.5|1000.0|100
YQB|46.85792|-71.48616|2016-11-08T00:49:47Z|Snow|-2.6|996.9|100
PHX|33.6051|-112.40524|2016-11-07T22:05:47Z|Sunny|9.3|1024.3|55
SLC|40.776524|-112.06057|2016-11-07T22:05:47Z|Sunny|1.4|1015.5|71
ORD|41.833393|-88.012344|2016-11-07T23:41:47Z|Sunny|1.3|1024.4|82
SFO|37.75768|-122.50764|2016-11-14T21:25:47Z|Sunny|1.5|1022.1|88
MEX|19.411406|-99.75886|2016-11-14T22:57:47Z|Sunny|22.6|1026.9|45
